"Date","Price","Open","High","Low","Vol.","Change %"
"05/15/2020","26,759","27,118","27,313","26,727","3.32M","-1.09%"
"05/14/2020","27,053","26,727","27,313","26,727","3.12M","-1.07%"
"05/13/2020","27,346","26,727","27,411","26,433","5.02M","0.72%"
"05/12/2020","27,150","27,639","27,639","26,890","5.81M","-2.00%"
"05/11/2020","27,704","27,378","27,900","27,313","3.77M","1.43%"
"05/08/2020","27,313","27,053","27,998","27,053","7.09M","1.45%"
"05/07/2020","26,922","26,661","26,922","26,564","3.62M","1.72%"
"05/06/2020","26,466","26,075","26,466","25,749","2.54M","2.39%"
"05/05/2020","25,847","26,010","26,270","25,684","1.57M","-0.12%"
"05/04/2020","25,879","26,564","26,564","25,879","2.75M","-2.82%"
"04/29/2020","26,629","26,368","26,824","25,749","3.53M","0.99%"
"04/28/2020","26,368","26,564","26,694","26,205","2.70M","-1.58%"
"04/27/2020","26,792","27,346","27,346","26,466","3.36M","-0.96%"
"04/24/2020","27,053","27,216","27,216","26,466","3.08M","-0.60%"
"04/23/2020","27,216","27,704","27,704","26,727","4.04M","1.83%"
"04/22/2020","26,727","25,130","27,053","25,130","5.39M","3.28%"
"04/21/2020","25,879","26,759","27,183","25,618","7.75M","-5.81%"
"04/20/2020","27,476","27,378","27,737","26,824","6.55M","2.80%"
"04/17/2020","26,727","25,390","26,727","25,260","7.42M","6.64%"
"04/16/2020","25,064","24,771","25,097","24,575","4.38M","0.13%"
"04/15/2020","25,032","24,771","25,488","24,641","4.67M","2.67%"
"04/14/2020","24,380","24,510","24,706","23,924","3.11M","-0.27%"
"04/13/2020","24,445","23,467","24,999","23,467","6.62M","4.60%"
"04/10/2020","23,369","23,337","23,761","23,011","3.71M","-1.78%"
"04/09/2020","23,793","24,445","24,543","23,793","4.83M","-1.35%"
"04/08/2020","24,119","23,728","24,315","23,304","6.13M","-0.81%"
"04/07/2020","24,315","24,347","24,347","23,109","17.46M","6.72%"
"04/06/2020","22,783","22,783","22,783","22,783","1.46M","6.88%"
"04/03/2020","21,316","20,501","21,316","20,306","4.96M","6.86%"
"04/01/2020","19,947","19,132","20,273","19,035","4.81M","3.90%"
"03/31/2020","19,198","19,882","20,436","18,350","5.60M","-1.01%"
"03/30/2020","19,393","19,198","21,186","19,198","5.58M","-6.01%"
"03/27/2020","20,632","21,284","21,512","20,632","7.50M","-6.91%"
"03/26/2020","22,164","23,565","23,565","22,164","6.37M","-6.85%"
"03/25/2020","23,793","22,815","23,793","22,489","4.25M","6.11%"
"03/24/2020","22,424","23,402","23,402","21,772","4.70M","-4.18%"
"03/23/2020","23,402","23,858","24,445","23,402","4.08M","-6.99%"
"03/20/2020","25,162","24,706","25,162","24,412","3.29M","2.11%"
"03/19/2020","24,641","25,097","25,325","24,315","3.40M","-4.06%"
"03/18/2020","25,684","25,358","26,238","25,097","4.22M","1.94%"
"03/17/2020","25,195","23,630","25,423","23,337","3.76M","1.71%"
"03/16/2020","24,771","25,097","25,814","24,119","4.58M","-3.80%"
"03/13/2020","25,749","24,673","28,030","24,673","10.83M","-2.83%"
"03/12/2020","26,498","26,498","26,498","26,498","1.58M","-6.98%"
"03/11/2020","28,487","30,638","30,801","28,487","4.75M","-6.92%"
"03/10/2020","30,605","29,627","30,964","29,399","4.29M","-2.09%"
"03/09/2020","31,257","31,257","32,105","31,257","3.15M","-6.98%"
"03/06/2020","33,604","34,028","34,158","33,050","2.48M","-2.27%"
"03/05/2020","34,386","34,549","34,745","34,060","2.02M","-0.47%"
"03/04/2020","34,549","34,516","34,549","34,093","2.04M","-0.37%"
"03/03/2020","34,679","35,136","35,136","34,647","2.04M","-0.10%"
"03/02/2020","34,712","34,712","34,940","34,516","1.42M","0.00%"
"02/28/2020","34,712","34,549","34,940","34,060","3.89M","-1.75%"
"02/27/2020","35,331","34,614","35,331","34,614","6.43M","2.07%"
"02/26/2020","34,614","34,549","35,168","34,386","3.25M","-0.75%"
"02/25/2020","34,875","34,288","34,875","34,288","2.08M","0.75%"
"02/24/2020","34,614","35,201","35,494","34,451","4.67M","-3.98%"
"02/21/2020","36,048","36,048","36,505","35,788","2.71M","0.00%"
"02/20/2020","36,048","36,179","36,309","35,918","1.36M","0.09%"
"02/19/2020","36,016","35,657","36,016","35,494","2.02M","1.47%"
"02/18/2020","35,494","35,038","35,559","34,875","1.71M","1.30%"
"02/17/2020","35,038","34,940","35,038","34,614","1.15M","0.37%"
"02/14/2020","34,908","34,875","35,103","34,516","1.25M","-0.83%"
"02/13/2020","35,201","35,168","35,527","35,168","1.24M","-0.92%"
"02/12/2020","35,527","34,777","35,657","34,777","1.71M","2.35%"
"02/11/2020","34,712","34,549","34,810","34,549","1.19M","0.66%"
"02/10/2020","34,484","34,712","35,038","34,484","2.11M","-2.67%"
"02/07/2020","35,429","35,625","35,625","35,136","1.89M","-0.73%"
"02/06/2020","35,690","35,201","35,951","35,201","2.36M","1.39%"
"02/05/2020","35,201","35,201","35,755","35,201","2.42M","0.09%"
"02/04/2020","35,168","35,527","36,016","34,679","2.72M","-0.83%"
"02/03/2020","35,462","35,266","35,820","33,897","5.85M","-1.81%"
"01/31/2020","36,114","36,831","37,352","36,016","4.30M","-2.81%"
"01/30/2020","37,157","37,808","38,167","36,831","3.95M","-4.36%"
"01/22/2020","38,851","38,982","39,145","38,623","1.38M","-0.67%"
"01/21/2020","39,112","38,656","39,275","38,591","2.08M","1.18%"
"01/20/2020","38,656","37,645","38,656","37,645","4.39M","2.15%"
"01/17/2020","37,841","37,613","37,874","37,613","1.31M","0.61%"
"01/16/2020","37,613","37,157","37,808","37,124","1.56M","1.23%"
"01/15/2020","37,157","37,124","37,222","37,059","879.48K","0.09%"
"01/14/2020","37,124","37,417","37,417","37,091","962.43K","-0.52%"
"01/13/2020","37,319","37,319","37,580","37,189","864.72K","-0.52%"
"01/10/2020","37,515","37,352","37,678","37,254","1.24M","0.53%"
"01/09/2020","37,319","37,124","37,482","36,961","954.21K","1.51%"
"01/08/2020","36,765","37,157","37,482","36,765","2.23M","-2.42%"
"01/07/2020","37,678","37,385","37,678","36,928","1.94M","0.78%"
